,artist,title,tid,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
41,j balvin,6 am,3uvypVUsiIr1B0BccIcsEh,0.746,0.746,5,-5.046,0,0.102,0.152,0.0,0.274,0.733,175.965
42,zion & lennox,otra vez (feat. j balvin),7pk3EpFtmsOdj8iUhjmeCM,0.832,0.772,10,-5.429,1,0.1,0.0559,0.000486,0.44,0.704,96.016
43,"j balvin, bad bunny",como un bebé,7knLcYCOSaURD0d7HUULFM,0.825,0.807,6,-5.753,1,0.0949,0.0732,4.79e-06,0.138,0.816,103.053
44,"ozuna, daddy yankee",baila baila baila - remix,7mWFF4gPADjTQjC97CgFVt,0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016
45,"dj snake, j balvin","loco contigo (with j. balvin & ozuna feat. nicky jam, natti natasha, darell & sech) - remix",5QXQy0f2q8wJNpPwJtjifx,0.789,0.694,6,-5.781,0,0.0729,0.0982,0.0,0.0962,0.549,96.035
46,"j balvin, bad bunny",un peso,7hynhxDoDpgMIV12JuVtNa,0.627,0.675,5,-7.125,0,0.213,0.125,0.0,0.0784,0.961,79.31
47,j balvin,si tu novio te deja sola,2joKSGkqac0LIwYG9Ghrwq,0.718,0.46,3,-9.498,0,0.0711,0.519,0.0,0.0981,0.52,121.927
48,j balvin,ahora,5ssi8k015gKhPXEgC7qDU2,0.81,0.784,3,-3.223,0,0.0622,0.0873,0.000166,0.083,0.817,88.001
49,various artists,sensualidad,5hcisvFMidkMJlElTO9Qmw,0.807,0.681,11,-6.268,1,0.0983,0.423,0.0,0.0962,0.676,140.006
50,cardi b,i like it,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048
51,j balvin,yo te lo dije,7syG2WcnpcoJvxSZT9VbAa,0.746,0.617,3,-5.811,0,0.0734,0.0841,0.0,0.21,0.961,87.944
52,"j balvin, bad bunny",mojaita,71pEiUWwfDFiRO6RmFpnBf,0.45,0.842,0,-3.602,1,0.102,0.0171,0.0,0.377,0.885,172.069
53,"rvssian, farruko",ponle,28O1p0bQXH2F6Qn8jBZZR4,0.857,0.772,10,-4.737,0,0.195,0.188,0.00181,0.0851,0.589,94.03
54,"mc fioti, j balvin",bum bum tam tam,6k2900NjJeVqZM55G3Danu,0.896,0.675,1,-3.908,1,0.124,0.346,8.11e-06,0.262,0.659,131.999
55,"j balvin, jowell & randy",bonita - remix,4jKX16TcfQIrqY1ZzDIZb2,0.796,0.91,10,-0.39,0,0.0412,0.0107,4.43e-05,0.132,0.554,95.998
56,"j balvin, willy william",mi gente,4ipnJyDU3Lq15qBAYNqlqK,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959
57,"nicky jam, j balvin",x (feat. maluma & ozuna) - remix,6JjPBQfI2Y8nIjnm65X6Pw,0.663,0.696,9,-4.957,0,0.103,0.0561,3.77e-05,0.0778,0.738,180.113
58,"chris jedi, j balvin",ahora dice,5LVoGJTyG6fLJgoGkY2QAZ,0.704,0.69,6,-5.451,1,0.16,0.249,0.0,0.123,0.402,144.045
59,j balvin,bobo,5kdTuoKeqdnblCop75wMuX,0.742,0.893,10,-2.671,1,0.117,0.115,6.67e-05,0.125,0.777,177.879
60,"j balvin, bad bunny",yo le llego,0uIfrUwwg0Z7KTitul7E3T,0.785,0.792,9,-4.695,0,0.0641,0.0104,0.0,0.104,0.528,155.036
61,j balvin,tranquila,2biG396b4oY4gHJJRtjUIo,0.718,0.679,4,-6.216,0,0.197,0.0298,0.0,0.126,0.669,175.982
62,"j balvin, jeon",machika,4vKltMFviBKMdhYu3FDLY0,0.618,0.836,9,-3.362,1,0.379,0.0474,0.0,0.172,0.54,212.058
63,"j balvin, bad bunny",cuidao por ahí,6SYSu569pfYdkDT9A5lZqi,0.845,0.813,4,-2.979,0,0.077,0.111,0.00241,0.174,0.586,90.98
64,"tropkillaz, j balvin",bola rebola,1OUPXna2MCgAt3VNmXJBtg,0.834,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984
65,bad bunny,"soy peor remix (feat. j balvin, ozuna & arcangel)",4UG962ViiLqoUyx0RjCcwP,0.818,0.454,0,-6.965,0,0.137,0.23,0.0,0.128,0.276,115.994
66,"karol g, j balvin",mi cama - remix,38QmUDpkoYlNbMKvpvAsrE,0.815,0.784,9,-4.423,1,0.0738,0.299,0.0,0.0958,0.832,162.958
67,j balvin,cuando tú quieras,1tWpgH8rErSXPOkQKFCag9,0.696,0.668,6,-5.063,1,0.199,0.361,0.0038,0.31,0.761,184.329
68,david guetta,say my name,3MoV1UsAJmz64LHqyiRMp0,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031
69,"j balvin, willy william",mi gente (feat. beyoncé),7fwXWKdDNI5IutOMc5OKYw,0.705,0.714,11,-6.39,0,0.0792,0.0249,0.0,0.253,0.434,104.996
70,"benny blanco, selena gomez","i can’t get enough (benny blanco, selena gomez, j balvin, tainy)",1WSGTYKLEpKfNQYYW5Oymt,0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266
71,"french montana, j balvin",unforgettable (feat. swae lee) - latin remix,4zii9cq9ZgxYJFnaxM3Tul,0.749,0.784,8,-5.271,0,0.171,0.0714,0.00102,0.101,0.655,97.985
72,major lazer,buscando huellas,6s6CFPmlvquc5rc47aTblX,0.696,0.849,7,-4.391,1,0.289,0.0457,0.0,0.372,0.502,108.127
73,j balvin,dónde estarás,4aRnbkS1mFoJgFVUP6hEew,0.828,0.762,1,-7.613,1,0.095,0.0741,0.0103,0.0882,0.862,90.004
74,j balvin,pierde los modales,4HGDI0rQi1DtLgmt1x8tX3,0.665,0.768,11,-3.476,0,0.27,0.217,0.0,0.137,0.586,179.979
75,j balvin,peligrosa,3Nkqp3NSGWMXVVO08zGpN7,0.769,0.759,6,-4.393,0,0.051,0.0545,0.000628,0.101,0.68,105.993
76,j balvin,noches pasadas,66XlMyAfZjJ24GVa2qPF9c,0.65,0.835,5,-6.717,0,0.453,0.554,0.0129,0.112,0.695,191.933
77,ozuna,sigueme los pasos,3RTmnQQNya9v6ZKPoCIp2E,0.75,0.816,0,-4.575,1,0.0653,0.137,0.0,0.0865,0.564,166.059
78,"jesse & joy, j balvin",mañana es too late,3AnFYXJMTNJtQUwsJWmTK4,0.796,0.779,11,-3.293,0,0.0933,0.267,0.0,0.335,0.875,92.004
79,j balvin,tu verdad,2QEiEzGafy58BV4h5FuCUK,0.777,0.64,11,-6.656,0,0.0568,0.174,1.33e-05,0.179,0.583,115.928
80,j balvin,brillo,3vgiIJW3iSQRRvgYiW86i9,0.535,0.384,9,-10.049,0,0.362,0.89,0.0,0.0964,0.767,145.947
81,"lalo ebratt, j balvin",mocca - remix,1usoXi4f0BnMART4uActEA,0.732,0.758,11,-1.694,1,0.189,0.213,0.0,0.388,0.78,98.007
82,j balvin,malvada,6U4rPgbVcztrq32JCfRRuJ,0.745,0.841,7,-4.05,0,0.0773,0.175,4.99e-06,0.269,0.804,166.058
83,yandel,muy personal,4pOzYeieOMPD1xTQuDgELK,0.565,0.763,8,-4.329,0,0.09,0.0671,4.54e-05,0.126,0.809,169.929
84,david guetta,para que te quedes (feat. j. balvin),6ExOeqdAGRIl2epdTdOqFA,0.863,0.584,11,-4.785,0,0.279,0.122,0.0,0.0707,0.698,94.0
85,j balvin,en mí,2YSi7TDMnNCDzlN8VMH4kt,0.819,0.55,5,-7.807,1,0.0695,0.183,7.14e-06,0.32,0.853,108.98
86,feid,que raro,1W1i1xCc00UlW6hkOdHlP9,0.749,0.76,5,-7.596,0,0.283,0.342,0.00073,0.444,0.764,171.932
87,"liam payne, j balvin",familiar,0Y4hwUppbGc8aIBmiTz30A,0.636,0.805,9,-4.594,1,0.327,0.0161,0.0,0.0793,0.908,92.958
88,j balvin,snapchat,0pfk4nldZlQbtDBi06Lupm,0.921,0.439,1,-7.208,1,0.0655,0.045,1.64e-05,0.118,0.905,123.969
89,"j balvin, bad bunny",odio,7alOsNr36sJ8CyOEP4aILq,0.74,0.698,6,-3.838,0,0.0388,0.215,0.0,0.116,0.529,139.99
90,"tyga, j balvin",haute (feat. j balvin & chris brown),1rYC34UUszS0QzzECNRhYb,0.946,0.723,9,-3.692,1,0.114,0.0778,0.0,0.0608,0.349,102.956
91,"j balvin, luigi 21 plus",siempre papi nunca inpapi,2N8qVDq1MI0wKHngJMLlbZ,0.797,0.744,9,-6.283,1,0.0892,0.036,0.000349,0.0662,0.722,93.981
92,"nicky jam, j balvin",ven y hazlo tú,46F5O39iDmdRuwRAS7KR6B,0.763,0.695,11,-5.653,0,0.229,0.363,0.0,0.341,0.373,128.052
93,"sky rompiendo, j balvin",bajo cero,4mYG9quN0JnwiXzku5aqdI,0.797,0.664,0,-5.592,0,0.0762,0.574,0.0,0.0941,0.795,134.953
94,"de la ghetto, j balvin",caliente (feat. j balvin),1d1mZ7F4VI0hkkie2jE4yq,0.837,0.847,4,-4.395,1,0.0982,0.318,0.0,0.261,0.73,90.996
0,"víctor manuelle, la india",víctimas las dos,455JfVvyPOZpoeX99X6ZGH,0.507,0.787,7,-3.204,0,0.0767,0.496,0,0.33,0.778,90.701
1,grupo niche,soltero,77zrNNK2FcNwjtGXOsH4R2,0.806,0.833,9,-4.397,0,0.0538,0.414,0,0.331,0.918,96.717
2,"johnny pacheco, celia cruz",quimbara,6ydEhrdfzhI29D2NBAqUY1,0.6,0.633,4,-7.507,0,0.0667,0.741,0.0736,0.0478,0.966,120.627
3,"rubén blades, willie colón",te estan buscando,61p1Ha5D8jCY42BnocQu5j,0.796,0.65,4,-6.642,0,0.0403,0.576,5.05e-06,0.0948,0.901,143.848
4,n'samble,te olvidaste de mí,44anbKm4dqgUnbLxKXGXsi,0.582,0.738,1,-2.89,0,0.0326,0.723,0,0.151,0.59,165.013
5,daniela darcourt,adiós amor,5xG2huiQ52CzM0DfrKSbTj,0.677,0.771,1,-6.204,1,0.034,0.205,2.71e-06,0.0912,0.304,92.514
6,yiyo sarante,corazon de acero,4dLBiOu6BXGaEL8ByICR6Q,0.579,0.661,5,-7.383,0,0.0419,0.526,2.36e-06,0.0544,0.945,83.697
7,various artists,me voy pa'cali,1OPOCKhIXHs8mg0TikYyjI,0.637,0.664,5,-8.087,0,0.057,0.351,0,0.0972,0.963,178.25
8,sonora carruseles,repica el tambó,49qCDkKKvPxRVhABsgXES5,0.724,0.729,9,-4.649,0,0.0333,0.15,0.00109,0.121,0.824,149.827
9,víctor manuelle,volverás,33KyLofurq1qZ6kpF6J9Hi,0.45,0.936,4,-4.315,1,0.0504,0.106,2.84e-05,0.377,0.841,93.84
10,gilberto santa rosa,a mal tiempo buena salsa,0sgPyUXELg85REg7HFusDF,0.694,0.745,8,-5.145,1,0.0439,0.565,2.13e-06,0.1,0.85,103.269
11,dani j,quédate una noche más,7E1evFrgwa6EvhPYEs6FNo,0.676,0.785,0,-5.287,1,0.135,0.464,0,0.0375,0.53,97.875
12,marc anthony,lo que te di,0W8NvcMsIuygeFnfNz2KnC,0.714,0.891,2,-4.223,1,0.0344,0.608,6.71e-06,0.288,0.652,97.073
13,oscar d'león,llorarás,1s25QxtuRQsSrOm9tTOaD6,0.704,0.884,8,-6.275,1,0.0527,0.549,0.000364,0.0492,0.964,93.058
14,lalo rodriguez,ven devórame otra vez,2HbmLkHkkI15eES8kpWRuI,0.643,0.602,5,-9.28,0,0.0438,0.667,8.62e-05,0.276,0.961,83.778
15,oscar d'león,mi anhelo,3LQLPrS005orhA3anooF4g,0.73,0.766,5,-5.607,1,0.0378,0.39,0,0.384,0.93,103.747
16,domingo quiñones,tú cómo estás,39cz1Ua6M1YFAjxKxipgOK,0.718,0.576,10,-5.988,0,0.0365,0.37,0,0.286,0.811,92.416
17,rey ruiz,vengo (salsa version),1e9UJYNOEHIKopE7F8BBYc,0.767,0.835,4,-3.523,0,0.0357,0.222,0,0.288,0.785,99.007
18,hector rey,te propongo,2WLNCSzgMtdXyHcdPNK8UQ,0.811,0.577,5,-9.357,0,0.0364,0.782,0.00531,0.223,0.865,94.034
19,víctor manuelle,he tratado,236qXqcmitHCZ3SHoGZN8g,0.588,0.815,5,-6.173,0,0.074,0.376,4.09e-05,0.165,0.907,90.628
20,josimar y su yambú,la mejor de todas,0LbfthzsswFp1T15s6PMk0,0.624,0.8,0,-5.761,1,0.0479,0.409,5.19e-06,0.191,0.872,174.995
21,various artists,páginas de amor,3JGHKb3wIScC0PZAS34NVs,0.764,0.841,0,-2.912,1,0.0341,0.522,0.0003,0.312,0.799,86.566
22,pochi y su cocoband,salsa con coco,1XONug0va1DREQdZZlA30K,0.625,0.885,0,-3.807,1,0.0667,0.371,3.71e-05,0.107,0.819,115.255
23,marc anthony,cambio de piel,3AjxOdecZ2eKDL0aOtcYsJ,0.425,0.874,0,-3.097,1,0.0409,0.596,4.18e-06,0.115,0.814,164.127
24,eddie santiago,que locura enamorarme de ti,4Ih0JljQ3X3PbHfmuk05PR,0.776,0.822,1,-5.663,1,0.0416,0.698,0,0.103,0.953,93.559
25,willie colón,talento de televisión,3fRIuTih8bzc0vtY9fHhvF,0.779,0.796,2,-6.675,1,0.0434,0.701,3.99e-05,0.0636,0.938,104.947
26,mambo legends orchestra,watch out!,65I6z306Ks6T3J4ylWeWKc,0.628,0.536,2,-9.556,0,0.0369,0.093,0.0024,0.0612,0.962,123.271
27,"daddy yankee, marc anthony",de vuelta pa' la vuelta,7AUhck1sPy11OExQmDDx4P,0.665,0.94,5,-3.606,1,0.0553,0.434,0,0.0914,0.752,93.725
28,puerto rican power,juguete de nadie,3pDjbxoNsCVoDwabAl2jSR,0.688,0.862,0,-3.815,1,0.0344,0.5,0,0.118,0.857,94.193
29,yuri buenaventura,mala vida,2UGadaINp6ZUoPkWchntex,0.661,0.924,9,-4.057,0,0.132,0.58,0.000109,0.276,0.755,108.731
30,"rubén blades, roberto delgado & orquesta",claro oscuro,0wngcnpyjZcPnfragQc9lj,0.739,0.702,5,-5.589,0,0.0394,0.509,0.000189,0.319,0.937,171.923
31,andy montañez,casi te envidio,58unXNsISeHfI2jdqm9nb9,0.582,0.718,7,-5.91,1,0.0815,0.465,0,0.088,0.854,92.516
32,johnny rivera,no vale la pena,1uqmUXgzSFlIf3ZzoSeWN7,0.669,0.883,2,-3.658,0,0.0434,0.603,0,0.226,0.76,91.608
33,various artists,anhelos,5L6vDuo1l0YNWRBqN8GBTM,0.79,0.671,10,-7.084,1,0.047,0.198,0,0.181,0.963,96.04
34,tania matus,protagonista,32a3cOeSbrYL9szNwLdtaU,0.64,0.659,9,-4.664,0,0.0581,0.65,6.01e-06,0.114,0.708,81.897
35,el gran combo de puerto rico,el combo del mundo,7papz71lGIeD4yHPraTfD7,0.835,0.844,9,-3.446,0,0.0355,0.67,0,0.0567,0.971,96.58
36,"rubén blades, roberto delgado & orquesta",el tiempo será testigo,1u9hIjUGsPULzCgAPJwj0y,0.8,0.667,2,-7.516,0,0.0371,0.456,0.000118,0.0531,0.759,90.031
37,willie colón,la murga,23Vb5teQKNSNvPgUjLtI8j,0.544,0.771,2,-7.53,1,0.0436,0.426,0.00265,0.0624,0.824,88.539
38,"maía, gilberto santa rosa",lo que yo quiero,7zoa1nv5hDuoj7fWh7X4IV,0.694,0.83,0,-5.222,1,0.0369,0.37,9.71e-06,0.194,0.808,93.377
39,guayacán orquesta,carro de fuego,4guUX2YppY1kPGpjDaenhQ,0.742,0.697,2,-5.76,0,0.0637,0.273,0.000568,0.023,0.858,179.862
40,grupo niche,cosas bonitas,3zVf7Ssg55ioIak3B1aWSY,0.757,0.759,7,-5.928,1,0.0385,0.486,4.1e-06,0.305,0.727,96.052
41,orquesta calibre,charrupi,3XvBsEsYSTITpQv21Rc5V9,0.749,0.862,1,-5.102,1,0.0468,0.296,1.56e-06,0.18,0.803,93.421
42,frankie ruiz,tú me vuelves loco,1xAubZVq0sOxsoSfm1PzqA,0.789,0.658,7,-9.427,1,0.034,0.4,0,0.0578,0.918,92.055
43,marc anthony,vivir lo nuestro,0LIZVQBQtDi4lLhB83qJIp,0.629,0.68,10,-6.448,0,0.0433,0.592,0,0.919,0.802,91.158
44,"dayhan díaz, rey ruiz",el dolor del amor,3gk0FtOab0jeNSGKqVUYCH,0.564,0.921,0,-2.478,1,0.0392,0.552,2.66e-06,0.0987,0.663,179.933
45,tito nieves,trancao',3FihPkBwuowuSxyfiGFwhI,0.85,0.856,7,-1.647,0,0.056,0.431,0,0.13,0.971,97.969
46,yiyo sarante,me va extrañar,1fFFfScICtJAKawW7nhZ6d,0.649,0.811,8,-3.844,1,0.0349,0.467,0,0.323,0.916,92.38
47,luis enrique,así es la vida,72AMsl79P96E6rz36zQ7Rc,0.806,0.738,11,-5.196,0,0.0511,0.29,0,0.141,0.771,91.036
48,víctor manuelle,si tú me besas,4RCzKrRP5OrB4bvINizTGf,0.797,0.813,7,-2.935,1,0.0501,0.456,0,0.14,0.645,102.906
49,sexappeal,no te iras,0m6FXPkF8DP16O0476bQup,0.598,0.867,5,-2.998,0,0.0745,0.482,0,0.376,0.877,89.259
50,"louie ramirez, ray de la paz",medley,0WwVA5yRSxSUBM3macPfJK,0.502,0.826,10,-4.69,1,0.0486,0.665,6.46e-06,0.294,0.855,96.951
51,n'klabe,pa'lante y pa'tras - remix,61adK2aayDAKjms9aMaCt8,0.763,0.853,0,-5.326,1,0.0584,0.622,1.67e-06,0.273,0.961,171.985
52,edwin bonilla,cuenta bien,5uAUdYqKxwofLV0p47ED5Y,0.829,0.83,9,-2.525,0,0.0367,0.37,0.000127,0.145,0.865,120.076
53,"charlie aponte, el gran combo de puerto rico",antero,1t9IBhu5pAv3rnoMWeGsTB,0.619,0.865,7,-3.089,1,0.0348,0.649,0.000297,0.0866,0.961,89.072
54,víctor manuelle,tengo ganas,0gVmUkRX09cY5uNPSI74JC,0.582,0.86,9,-3.631,0,0.0376,0.201,0,0.205,0.88,93.31
55,tito rojas y su orquesta,ella se hizo deseo,60T9E5dxb4076R7fv3Njjo,0.692,0.563,4,-11.399,0,0.0384,0.28,0.000153,0.0896,0.895,170.717
56,maite hontelé,soy de lo peor,74GBtgq1XjVrNdp5Lv1jbM,0.753,0.655,9,-6.229,0,0.0424,0.6,1.4e-05,0.139,0.841,159.919
57,various artists,la rebelion,00Ro1lnV3V6i87aY4t8Q43,0.571,0.755,1,-7.907,1,0.0735,0.142,2.55e-05,0.136,0.875,107.951
58,el gran combo de puerto rico,me liberé,1IcnHHfeAkdc88LybFWwb9,0.754,0.875,7,-1.94,0,0.0407,0.395,0,0.0905,0.967,97.522
59,"sergio george, tito nieves",cuando te miro,22q2vb5U0lbiP6WYzJLF7x,0.726,0.771,5,-4.911,1,0.0382,0.323,0,0.149,0.796,89.983
60,ray callao,la cuesta,6wgif3b5GIHir4U7tfOJ83,0.663,0.856,5,-4.027,1,0.0556,0.195,0,0.0391,0.889,184.938
61,n'klabe,i love salsa,2fhcGmlZZ0j3oAKTaiuk91,0.725,0.876,10,-4.227,1,0.0445,0.636,2.04e-06,0.342,0.961,110.213
62,miguel enriquez,abre que voy,3ihMiG7GPZdsWJcf7Tyevw,0.782,0.894,0,-5.484,1,0.0433,0.477,7.46e-05,0.072,0.929,98.033
63,willie colón,el gran varon,1N3G6QQfF0579fHoFQmMzi,0.645,0.665,7,-5.519,0,0.0384,0.581,0,0.0391,0.369,94.115
64,hansel y raul,maria teresa y danilo,1IwIFav8Pfr5oijgcRQ7O9,0.587,0.692,9,-7.654,0,0.107,0.496,6.99e-05,0.0715,0.927,161.106
65,tommy olivencia y su orquesta,lo dudo,0mZqBGmiNEmhDyUnfKrj9A,0.705,0.544,11,-13.326,0,0.0425,0.749,3.36e-05,0.347,0.765,94.358
66,sonora carruseles,el bailarín de la avenida,6WXNXsF3F8oiqc0EGsCG20,0.693,0.791,10,-9.075,0,0.043,0.272,0.0249,0.0644,0.527,102.861
67,justo betancourt,pa bravo yo,1reO9cqAkoJUWQw29KwA6S,0.773,0.816,10,-6.215,0,0.0385,0.567,0.000413,0.132,0.968,92.031
68,"víctor manuelle, wisin",boogaloo supreme,3X5h9JHRn22bwysuTLVOXQ,0.709,0.954,7,-4.653,1,0.065,0.261,0,0.29,0.696,87.01
69,deivy jimenez,mi manera de amar,7B7vxkur8twRvfIK9cyAlZ,0.75,0.848,2,-4.276,0,0.046,0.375,0.00033,0.0535,0.962,101.016
70,pirulo y la tribu,loco pero feliz,3vnbxQMKngx8r8keykJexy,0.772,0.843,2,-4.213,1,0.034,0.385,0,0.196,0.846,101.087
71,dlg,que locura enamorarme de ti (feat. eddie santiago),2UN8K1VKiiKiEimbxa7Fpv,0.625,0.831,1,-4.992,1,0.0352,0.632,0,0.318,0.901,97.541
72,marc anthony,flor pálida,47TyfLrGhYHHyyQWk64d0M,0.574,0.802,7,-3.976,1,0.0316,0.659,5.07e-06,0.0765,0.739,93.537
73,jimmy bosch,colores del baile latino!,1fmSNtzl1CerAxikQwEWwe,0.845,0.85,7,-3.642,1,0.0323,0.581,0.196,0.152,0.863,107.484
74,alex matos,tú,1MoXABDvebpvUqoawzi5bc,0.744,0.94,11,-4.555,1,0.0405,0.324,0.00553,0.0523,0.957,102.046
75,daniela darcourt,señor mentira,2YFQEk4kue7QQimTqT4G1Y,0.613,0.89,10,-5.504,0,0.0418,0.382,5.69e-06,0.137,0.837,179.931
76,grupo galé,ven a medellín,5OYAkymF4NECxYhNIero4j,0.646,0.924,1,-6.177,1,0.0331,0.258,0.000508,0.068,0.675,99.271
77,various artists,la vida es buena (with issac delgado),0zmFhKZGJrupjNG1gTBgHq,0.704,0.845,7,-2.167,0,0.0423,0.511,3.24e-06,0.245,0.961,97.92
78,mario ortiz jr.,vamos (feat. gilberto santa rosa),5HSwllNqvkk6lwpDrSvHvw,0.732,0.772,0,-4.011,1,0.0429,0.308,0,0.302,0.929,99.846
79,guayacán orquesta,barranquilla y carnaval,1cj9F5IjrRLy9XyytUMfgy,0.812,0.434,2,-11.503,1,0.0544,0.17,1.61e-05,0.0824,0.696,124.309
80,luis figueroa,hasta el sol de hoy - versión salsa,7064YUYdHypgqgH7mKlAgw,0.678,0.654,2,-5.661,1,0.0404,0.447,2.39e-05,0.11,0.533,90.015
81,la gloria matancera,con la punta del pie,4rt2zpNhFBayp948Pi6liZ,0.809,0.635,10,-6.39,1,0.0555,0.41,0.00094,0.0566,0.969,109.448
82,yiyo sarante,probablemente,5lddLjDy5knLAEeYwCcWl7,0.506,0.763,7,-4.228,1,0.0352,0.683,0,0.137,0.886,84.435
83,marc anthony,vivir mi vida,3QHMxEOAGD51PDlbFPHLyJ,0.656,0.877,0,-3.231,0,0.0342,0.345,0,0.349,0.894,105.018
84,tito rojas,señora de madrugada,67hHhKVp67fqRwE0OehlnX,0.607,0.682,0,-9.085,1,0.0327,0.625,9.74e-06,0.0489,0.95,177.367
85,yanfourd,pirata de amor,6Imtrypp2rg9bw7mfYv8cl,0.772,0.975,7,-4.278,1,0.0381,0.61,0.0207,0.0803,0.881,102.976
86,"rubén blades, carlos vives",no estás solo: canción para los enfermos,4Uu7gj5r0I082cm6QhcKxG,0.714,0.743,10,-4.309,1,0.0944,0.279,0,0.0277,0.957,95.859
87,la india,mi propiedad privada,3DAxwWtA3N41eNZ9pCsQnl,0.757,0.772,7,-3.723,1,0.0594,0.296,0,0.0354,0.82,92.6
88,yuri buenaventura,salsa,0pFLD8oIWPHDBgkPzINYcG,0.765,0.922,9,-4.71,0,0.11,0.47,0.00518,0.0846,0.834,102.221
89,la misma gente,llevao,4tf61aT8feazZm6Fb6zoKs,0.817,0.899,5,-5.706,1,0.0538,0.497,0.000602,0.0737,0.816,93.461
90,various artists,cinco noches,6sXZpWYwFJ8JaN3q6kLkCV,0.656,0.715,8,-6.136,0,0.0477,0.418,0.000108,0.201,0.92,97.559
91,"jair mendoza, josimar y su yambú",amarte hasta la muerte,2thJdhgnelJ8yEQsHRbqmS,0.761,0.821,5,-4.26,0,0.0353,0.397,4.26e-05,0.343,0.865,92.051
92,nacho acero,todavía,4e8sb5gR73rQVgdARJ59Dm,0.702,0.801,2,-5.113,0,0.0553,0.728,1.09e-05,0.298,0.593,93.171
93,septeto acarey,el afortunado,3bleyyGEiQNGsvbbFK8u9f,0.628,0.81,7,-3.671,1,0.0665,0.666,2.55e-06,0.0598,0.874,189.715
94,marc anthony,qué precio tiene el cielo - salsa version,2MnKininlD8bY9ggRNSJ37,0.42,0.843,7,-4.692,1,0.0647,0.248,0,0.078,0.539,173.91
95,michael stuart,pa que caliente,2hYMUJfIeNLMFOaZHX3m6a,0.86,0.734,7,-6.698,0,0.034,0.519,2.35e-06,0.0508,0.934,123.994
96,various artists,tengo que colgar,6W9gmfyZ94oeAaBK3IjAqx,0.767,0.878,5,-4.877,1,0.0344,0.502,0.00149,0.342,0.605,92.481
97,tony vega,aparentemente,5MhLjE5KvAfqFx8hxQi3eW,0.343,0.828,0,-9.308,1,0.0405,0.177,1.34e-05,0.131,0.651,182.664
98,adalberto santiago,echate pa'alla,2fjh4ud8b7q5avwyXFmuC2,0.559,0.761,4,-6.422,1,0.0453,0.747,0.0937,0.157,0.913,146.721
99,oscar d'león,detalles,21d6EkqWaoA2hPDBUp2u8H,0.724,0.77,4,-4.024,1,0.0533,0.184,3.7e-05,0.243,0.935,176.243
100,"jerry rivera, yandel",mira - versión salsa,4nYuL6R1SuWAOJRwAWasct,0.64,0.874,2,-2.806,1,0.0591,0.187,0,0.116,0.556,189.865
101,orquesta aragón,siboney,7chVm7kCBbIhOOMVSbaMLY,0.543,0.439,7,-6.229,1,0.034,0.65,0,0.454,0.559,116.193
102,marc anthony,valió la pena - salsa version,4pUmQqaZklcCOB3rFdWc7g,0.525,0.704,9,-5.801,0,0.0501,0.353,5.26e-06,0.0743,0.855,98.455
103,grupo cañaveral de humberto pabón,vuelvo a sentir,7mjrsSbmQfubagRLXUTVWR,0.694,0.658,0,-9.215,1,0.0368,0.414,0.000483,0.0485,0.746,159.208
104,lalo rodriguez,tu no sabes querer,6GRFXhOIdiZmkZiNeGZ9Sm,0.598,0.553,5,-10.682,0,0.0557,0.505,0.000265,0.202,0.923,110.3
105,daniela darcourt,con mi amiga,2bIIQIXgi5blVkSZ7Y2uTh,0.672,0.723,5,-4.443,1,0.0346,0.293,0,0.353,0.839,90.999
106,"tito nieves, sergio george",como yo,3rwerGOgNZKWfmYL3XmtkZ,0.78,0.901,1,-3.559,1,0.118,0.437,0,0.112,0.828,100.061
107,los titanes,por retenerte,0vGEHf4yeVN0sn8IwY1HW4,0.597,0.86,7,-9.488,1,0.0496,0.207,1.87e-05,0.089,0.908,170.475
108,rey ruiz,veinte años,2v8yZk1pRloz1Kuj4YRFeP,0.692,0.668,2,-9.957,0,0.035,0.162,0,0.0871,0.75,93.453
109,maite hontelé,ayúdame inspiración,3WyCqAwE7P6OgWGGd9sW1r,0.728,0.791,0,-7.378,1,0.0951,0.436,1.84e-05,0.144,0.732,97.088
110,various artists,la vida es un carnaval,0yp6jw6F0LNnjbxLejWaPK,0.817,0.76,0,-5.06,0,0.0594,0.483,0.00215,0.312,0.849,104.014
111,marc anthony,tu vida en la mía,0amRhMUb9wYrDOmSD938AQ,0.68,0.864,2,-3.16,1,0.0339,0.37,0.000309,0.373,0.851,93.528
112,romeo santos,yo también (feat. marc anthony),5A9AILetvfQg3LHyX5X0pV,0.645,0.786,4,-4.248,0,0.0566,0.396,0,0.111,0.738,91.459
113,mariano civico,-te voy a hacer feliz,1d9LhayPyXx9lkCpJhKT9P,0.622,0.679,1,-6.686,1,0.0361,0.397,2.18e-05,0.0742,0.932,171.88
